Country;Year;Value
Guinea;2002;328.229
Guinea;2003;365.529
Guinea;2004;316.116
Guinea;2005;524.884
Guinea;2006;472.9477
Guinea;2007;322.6894
Guinea;2008;504.7819
Guinea;2009;499.2465
Guinea;2010;386.4609
Guinea;2011;385.5106
Guinea;2012;233.5545
Guinea;2013;101.1902
Guinea;2014;165.1077
Guinea;2015;286.4455
Guinea;2016;269.9426
Guinea;2017;229.1869
Guinea;2018;248.4237
Guyana;1990;0
Guyana;1991;0
Guyana;1992;0
Guyana;1993;0
Guyana;1994;0
Guyana;1995;0
Guyana;1996;0
Guyana;1997;0
Guyana;1998;5.9811
Guyana;1999;5.0876
Guyana;2000;2.8718
Guyana;2001;5.2563
Guyana;2002;5.2013
Guyana;2003;5.4252
Guyana;2004;6.0561
Guyana;2005;7.0144
Guyana;2006;7.5796
Guyana;2007;8.6174
Guyana;2008;9.8722
Guyana;2009;9.1767
Guyana;2010;9.1433
Guyana;2011;10.1884
Guyana;2012;9.7383
Guyana;2013;12.9412
Guyana;2014;9.3007
Guyana;2015;11.2231
Guyana;2016;9.6326
Guyana;2017;9.9283
Guyana;2018;10.0615
Honduras;1990;1567.958
Honduras;1991;2321.808
Honduras;1992;1918.209
Honduras;1993;1829.179
Honduras;1994;2180.73
Honduras;1995;1909.238
Honduras;1996;2004.388
Honduras;1997;2564.405
Honduras;1998;2195.145
Honduras;1999;2985.005
Honduras;2000;2666.658
Honduras;2001;3036.252
Honduras;2002;2495.886
Honduras;2003;2967.865
Honduras;2004;2575.144
Honduras;2005;3204.361
Honduras;2006;3461.2816
Honduras;2007;3639.7929
Honduras;2008;3449.9872
Honduras;2009;3602.9169
Honduras;2010;4330.6854
Honduras;2011;5882.1354
Honduras;2012;4685.9958
Honduras;2013;4583.0246
Honduras;2014;5268.2161
Honduras;2015;5785.776
Honduras;2016;7456.8976
Honduras;2017;7559.768
Honduras;2018;7327.8803
India;1990;2828.687
India;1991;2999.749
India;1992;2823.497
India;1993;3533.181
India;1994;3001.564
India;1995;4012.026
India;1996;3417.121
India;1997;4108.756
India;1998;4416.768
India;1999;4866.5892
India;2000;5019.7666
India;2001;4810.413
India;2002;4587.889
India;2003;4708.272
India;2004;4591.0102
India;2005;4566.2898
India;2006;4500.0734
India;2007;4366.6594
India;2008;4071.666
India;2009;4826.6521
India;2010;5599.9734
India;2011;5333.5414
India;2012;5403.4408
India;2013;5075.3312
India;2014;5449.867
India;2015;5830.3381
India;2016;6160.9436
India;2017;5813.2238
India;2018;5302.392
Jamaica;1990;22.574
Jamaica;1991;38.987
Jamaica;1992;25.583
Jamaica;1993;34.287
Jamaica;1994;44.598
Jamaica;1995;43.084
Jamaica;1996;53.864
Jamaica;1997;47.025
Jamaica;1998;29.083
Jamaica;1999;37.9705
Jamaica;2000;36.8774
Jamaica;2001;30.775
Jamaica;2002;37.123
Jamaica;2003;37.4471
Jamaica;2004;21.3066
Jamaica;2005;34.2777
Jamaica;2006;40.1196
Jamaica;2007;20.1766
Jamaica;2008;31.8915
Jamaica;2009;25.0842
Jamaica;2010;20.5548
Jamaica;2011;24.0073
Jamaica;2012;23.7159
Jamaica;2013;19.8292
Jamaica;2014;21.0512
Jamaica;2015;20.0121
Jamaica;2016;18.0447
Jamaica;2017;19.0548
Jamaica;2018;17.8543
Kenya;1990;1485.135
Kenya;1991;1514.047
Kenya;1992;1315.548
Kenya;1993;1328.112
Kenya;1994;1663.131
Kenya;1995;1664.234
Kenya;1996;1246.753
Kenya;1997;881.965
Kenya;1998;1172.882
Kenya;1999;1501.891
Kenya;2000;1001.8641
Kenya;2001;990.531
Kenya;2002;945.402
Kenya;2003;673.422
Kenya;2004;735.583
Kenya;2005;660.135
Kenya;2006;826.08
Kenya;2007;652.105
Kenya;2008;541.075
Kenya;2009;629.74
Kenya;2010;640.8736
Kenya;2011;757.3153
Kenya;2012;875.4455
Kenya;2013;842.9501
Kenya;2014;769.7629
Kenya;2015;799.1671
Kenya;2016;792.7675
Kenya;2017;789.5168
Kenya;2018;930.4196
Lao People's Democratic Republic;1990;0
Lao People's Democratic Republic;1991;0
Lao People's Democratic Republic;1992;0
Lao People's Democratic Republic;1993;0
Lao People's Democratic Republic;1994;0
Lao People's Democratic Republic;1995;0
Lao People's Democratic Republic;1996;0
Lao People's Democratic Republic;1997;0
Lao People's Democratic Republic;1998;171.424
Lao People's Democratic Republic;1999;238.772
Lao People's Democratic Republic;2000;212.185
Lao People's Democratic Republic;2001;258.1452
Lao People's Democratic Republic;2002;402.0043
Lao People's Democratic Republic;2003;361.4625
Lao People's Democratic Republic;2004;379.4417
Lao People's Democratic Republic;2005;279.646
Lao People's Democratic Republic;2006;391.0986
Lao People's Democratic Republic;2007;393.123
Lao People's Democratic Republic;2008;405.6104
Lao People's Democratic Republic;2009;433.8689
Lao People's Democratic Republic;2010;544.3616
Lao People's Democratic Republic;2011;514.0001
Lao People's Democratic Republic;2012;540.5023
Lao People's Democratic Republic;2013;544.4172
Lao People's Democratic Republic;2014;552.4924
Lao People's Democratic Republic;2015;535.1587
Lao People's Democratic Republic;2016;510.3258
Lao People's Democratic Republic;2017;533.3697
Lao People's Democratic Republic;2018;503.2908
Liberia;1990;3
Liberia;1991;3
Liberia;1992;3
Liberia;1993;5
Liberia;1994;5
Liberia;1995;5
Liberia;1996;5
Liberia;1997;5
Liberia;1998;17.779
Liberia;1999;12.163
Liberia;2000;12.305
Liberia;2001;11.833
Liberia;2002;12.482
Liberia;2003;5.08
Liberia;2004;5.78
Liberia;2005;5.361
Liberia;2006;6.7276
Liberia;2007;6.8511
Liberia;2008;12.4117
Liberia;2009;12.692
Liberia;2010;10.4386
Liberia;2011;10.2354
Liberia;2012;10.1213
Liberia;2013;5.939
Liberia;2014;7.0733
Liberia;2015;10.0467
Liberia;2016;12.0867
Liberia;2017;16.305
Liberia;2018;7.3033
Mexico;1990;4674.245
Mexico;1991;4727.206
Mexico;1992;3400.811
Mexico;1993;5023.488
Mexico;1994;4158.777
Mexico;1995;5299.888
Mexico;1996;5109.551
Mexico;1997;4801.561
Mexico;1998;4801.348
Mexico;1999;6218.6765
Mexico;2000;4814.9789
Mexico;2001;4438.404
Mexico;2002;4351.426
Mexico;2003;4201.0193
Mexico;2004;3867.3474
Mexico;2005;4224.6637
Mexico;2006;4200.3381
Mexico;2007;4150.3183
Mexico;2008;4650.6492
Mexico;2009;4108.6243
Mexico;2010;4001.4319
Mexico;2011;4561.0578
Mexico;2012;4326.9422
Mexico;2013;3916.4766
Mexico;2014;3636.4007
Mexico;2015;2772.0393
Mexico;2016;3635.2949
Mexico;2017;4484.5814
Mexico;2018;4350.7012
Nepal;1990;0
Nepal;1991;0
Nepal;1992;0
Nepal;1993;0
Nepal;1994;0
Nepal;1995;0
Nepal;1996;0
Nepal;1997;0
Nepal;1998;0
Nepal;1999;0
Nepal;2000;0
Nepal;2001;0
Nepal;2002;0
Nepal;2003;0.9
Nepal;2004;0.95
Nepal;2005;1.3
Nepal;2006;2.25
Nepal;2007;1.2574
Nepal;2008;1.4624
Nepal;2009;1.1083
Nepal;2010;3.0825
Nepal;2011;2.0111
Nepal;2012;1.2073
Nepal;2013;0.9054
Nepal;2014;2.1378
Nepal;2015;1.6763
Nepal;2016;1.4328
Nepal;2017;2.4527
Nepal;2018;0.6912
Nicaragua;1990;461.078
Nicaragua;1991;707.067
Nicaragua;1992;547.294
Nicaragua;1993;706.13
Nicaragua;1994;682.969
Nicaragua;1995;984.676
Nicaragua;1996;793.305
Nicaragua;1997;1083.523
Nicaragua;1998;1073.08
Nicaragua;1999;1554.0548
Nicaragua;2000;1572.4326
Nicaragua;2001;1078.752
Nicaragua;2002;1170.017
Nicaragua;2003;1509.098
Nicaragua;2004;1068.077
Nicaragua;2005;1431.8115
Nicaragua;2006;1427.9262
Nicaragua;2007;1905.6714
Nicaragua;2008;1444.7342
Nicaragua;2009;1871.1206
Nicaragua;2010;1637.8216
Nicaragua;2011;2193.421
Nicaragua;2012;1873.4749
Nicaragua;2013;2059.8628
Nicaragua;2014;1897.6828
Nicaragua;2015;2130.4221
Nicaragua;2016;2555.2981
Nicaragua;2017;2617.2854
Nicaragua;2018;2510.2795
Nigeria;1990;29.19
Nigeria;1991;44.313
Nigeria;1992;48.882
Nigeria;1993;45.319
Nigeria;1994;51.631
Nigeria;1995;53.038
Nigeria;1996;45.975
Nigeria;1997;44.667
Nigeria;1998;53.405
Nigeria;1999;45.067
Nigeria;2000;49.431
Nigeria;2001;44.003
Nigeria;2002;49.815
Nigeria;2003;46.1504
Nigeria;2004;45.1379
Nigeria;2005;68.5718
Nigeria;2006;50.7351
Nigeria;2007;42.1658
Nigeria;2008;50.0048
Nigeria;2009;34.2687
Nigeria;2010;42.0553
Nigeria;2011;46.8796
Nigeria;2012;40.7637
Nigeria;2013;40.8582
Nigeria;2014;42.7982
Nigeria;2015;41.2782
Nigeria;2016;43.3182
Nigeria;2017;42.2881
Nigeria;2018;41.6208
Panama;1990;214.987
Panama;1991;192.532
Panama;1992;196.978
Panama;1993;142.066
Panama;1994;248.313
Panama;1995;209.448
Panama;1996;210.742
Panama;1997;217.469
Panama;1998;191.996
Panama;1999;166.381
Panama;2000;170.226
Panama;2001;159.939
Panama;2002;139.962
Panama;2003;172.062
Panama;2004;90.3892
Panama;2005;176.3307
Panama;2006;173.1015
Panama;2007;176.0553
Panama;2008;149.1609
Panama;2009;137.7393
Panama;2010;113.8499
Panama;2011;105.6314
Panama;2012;115.5198
Panama;2013;113.4685
Panama;2014;106.2169
Panama;2015;127.0784
Panama;2016;120.1902
Panama;2017;104.5621
Panama;2018;130.3021
Sierra Leone;1990;42.783
Sierra Leone;1991;54.379
Sierra Leone;1992;39.084
Sierra Leone;1993;37.451
Sierra Leone;1994;72.738
Sierra Leone;1995;43.768
Sierra Leone;1996;40.91
Sierra Leone;1997;49.679
Sierra Leone;1998;26.882
Sierra Leone;1999;59.02
Sierra Leone;2000;49.155
Sierra Leone;2001;79.2
Sierra Leone;2002;41.7289
Sierra Leone;2003;35.5163
Sierra Leone;2004;14.5255
Sierra Leone;2005;59.9662
Sierra Leone;2006;31.472
Sierra Leone;2007;40.0011
Sierra Leone;2008;86.2856
Sierra Leone;2009;90.7017
Sierra Leone;2010;32.9146
Sierra Leone;2011;78.2979
Sierra Leone;2012;61.1833
Sierra Leone;2013;31.7346
Sierra Leone;2014;46.4478
Sierra Leone;2015;45.9276
Sierra Leone;2016;37.9217
Sierra Leone;2017;37.9464
Sierra Leone;2018;30.9901
Sri Lanka;1990;95.87
Sri Lanka;1991;81.549
Sri Lanka;1992;53.181
Sri Lanka;1993;53.79
Sri Lanka;1994;42.448
Sri Lanka;1995;35.595
Sri Lanka;1996;36.999
Sri Lanka;1997;57.584
Sri Lanka;1998;45.738
Sri Lanka;1999;31.716
Sri Lanka;2000;33.28
Sri Lanka;2001;31.531
Sri Lanka;2002;34.3807
Sri Lanka;2003;36.8942
Sri Lanka;2004;31.6437
Sri Lanka;2005;34.9432
Sri Lanka;2006;32.875
Sri Lanka;2007;33.4906
Sri Lanka;2008;30.8644
Sri Lanka;2009;31.5032
Sri Lanka;2010;37.0877
Sri Lanka;2011;35.6993
Sri Lanka;2012;35.2484
Sri Lanka;2013;37.0825
Sri Lanka;2014;35.7018
Sri Lanka;2015;36.1933
Sri Lanka;2016;36.7161
Sri Lanka;2017;36.7829
Sri Lanka;2018;36.0659
Thailand;1990;757.017
Thailand;1991;1468.936
Thailand;1992;1254.945
Thailand;1993;1275.201
Thailand;1994;1399.135
Thailand;1995;1317.226
Thailand;1996;1403.581
Thailand;1997;1293.076
Thailand;1998;915.986
Thailand;1999;1272.8378
Thailand;2000;1692.2342
Thailand;2001;714.5
Thailand;2002;731.9
Thailand;2003;826.567
Thailand;2004;884.383
Thailand;2005;1063.9651
Thailand;2006;822.4689
Thailand;2007;650.4208
Thailand;2008;674.5626
Thailand;2009;794.7965
Thailand;2010;828.1734
Thailand;2011;831.2755
Thailand;2012;608.0946
Thailand;2013;638.0038
Thailand;2014;844.8871
Thailand;2015;761.9808
Thailand;2016;537.5435
Thailand;2017;638.2325
Thailand;2018;482.0069
Togo;1990;161.308
Togo;1991;432.652
Togo;1992;85.648
Togo;1993;194.939
Togo;1994;176.296
Togo;1995;84.401
Togo;1996;290.586
Togo;1997;221.078
Togo;1998;321.486
Togo;1999;262.808
Togo;2000;197.401
Togo;2001;112.018
Togo;2002;68.205
Togo;2003;143.792
Togo;2004;165.522
Togo;2005;140.0759
Togo;2006;133.95
Togo;2007;125.131
Togo;2008;137.7531
Togo;2009;201.8831
Togo;2010;160.2912
Togo;2011;160.047
Togo;2012;84.0589
Togo;2013;171.5059
Togo;2014;143.2417
Togo;2015;80.9232
Togo;2016;23.2772
Togo;2017;114.7158
Togo;2018;74.3319
Trinidad & Tobago;1990;14.581
Trinidad & Tobago;1991;17.792
Trinidad & Tobago;1992;14.328
Trinidad & Tobago;1993;16.079
Trinidad & Tobago;1994;18.435
Trinidad & Tobago;1995;17.629
Trinidad & Tobago;1996;18.188
Trinidad & Tobago;1997;19.392
Trinidad & Tobago;1998;17.018
Trinidad & Tobago;1999;16.89
Trinidad & Tobago;2000;16.393
Trinidad & Tobago;2001;16.165
Trinidad & Tobago;2002;16.5524
Trinidad & Tobago;2003;16.0967
Trinidad & Tobago;2004;15.1235
Trinidad & Tobago;2005;14.8624
Trinidad & Tobago;2006;11.6981
Trinidad & Tobago;2007;12.1349
Trinidad & Tobago;2008;11.4194
Trinidad & Tobago;2009;11.4069
Trinidad & Tobago;2010;10.3587
Trinidad & Tobago;2011;11.1577
Trinidad & Tobago;2012;12.2272
Trinidad & Tobago;2013;12.2242
Trinidad & Tobago;2014;12.0013
Trinidad & Tobago;2015;11.7897
Trinidad & Tobago;2016;11.7911
Trinidad & Tobago;2017;12.0009
Trinidad & Tobago;2018;12.3647
Uganda;1990;1955.009
Uganda;1991;2088.001
Uganda;1992;2185.074
Uganda;1993;3141.706
Uganda;1994;2392.753
Uganda;1995;3243.584
Uganda;1996;3418.724
Uganda;1997;3439.868
Uganda;1998;3385.839
Uganda;1999;2862.447
Uganda;2000;3400.683
Uganda;2001;3157.777
Uganda;2002;2890.058
Uganda;2003;2598.532
Uganda;2004;2612.619
Uganda;2005;2175.201
Uganda;2006;2894.16
Uganda;2007;3489.648
Uganda;2008;3335.167
Uganda;2009;2893.876
Uganda;2010;3267.232
Uganda;2011;3115.063
Uganda;2012;3913.502
Uganda;2013;3632.867
Uganda;2014;3744.477
Uganda;2015;3649.567
Uganda;2016;4962.158
Uganda;2017;4596.813
Uganda;2018;4703.964
Venezuela;1990;1122.477
Venezuela;1991;940.704
Venezuela;1992;1215.298
Venezuela;1993;1332.881
Venezuela;1994;988.996
Venezuela;1995;1466.554
Venezuela;1996;1206.162
Venezuela;1997;951.285
Venezuela;1998;1597.279
Venezuela;1999;1366.835
Venezuela;2000;1449.924
Venezuela;2001;1264.613
Venezuela;2002;1483.5896
Venezuela;2003;1420.5247
Venezuela;2004;1326.5336
Venezuela;2005;1506.3009
Venezuela;2006;1570.8961
Venezuela;2007;1520.4505
Venezuela;2008;932.4219
Venezuela;2009;1213.7061
Venezuela;2010;1202.1338
Venezuela;2011;902.0717
Venezuela;2012;952.4201
Venezuela;2013;803.7688
Venezuela;2014;650.3983
Venezuela;2015;500.1259
Venezuela;2016;525
Venezuela;2017;571.5128
Venezuela;2018;525.2602
Viet Nam;1990;1310.288
Viet Nam;1991;1437.848
Viet Nam;1992;2340.447
Viet Nam;1993;3020.216
Viet Nam;1994;3631.609
Viet Nam;1995;3970.086
Viet Nam;1996;5752.481
Viet Nam;1997;6978.942
Viet Nam;1998;7051.722
Viet Nam;1999;11630.9138
Viet Nam;2000;14841.309
Viet Nam;2001;13093.244
Viet Nam;2002;11573.935
Viet Nam;2003;15337.352
Viet Nam;2004;14370.453
Viet Nam;2005;13841.8363
Viet Nam;2006;19339.7501
Viet Nam;2007;16405.0988
Viet Nam;2008;18438.1201
Viet Nam;2009;17825.3453
Viet Nam;2010;19999.9999
Viet Nam;2011;26499.6111
Viet Nam;2012;23402.1057
Viet Nam;2013;27609.7814
Viet Nam;2014;26499.8404
Viet Nam;2015;28736.5941
Viet Nam;2016;25540.2932
Viet Nam;2017;27887.6555
Viet Nam;2018;31174.0742
Yemen;1990;0
Yemen;1991;0
Yemen;1992;0
Yemen;1993;0
Yemen;1994;0
Yemen;1995;0
Yemen;1996;0
Yemen;1997;0
Yemen;1998;68.7007
Yemen;1999;60.579
Yemen;2000;63.936
Yemen;2001;62.2185
Yemen;2002;56.7446
Yemen;2003;193.3027
Yemen;2004;205.5589
Yemen;2005;203.1808
Yemen;2006;207.234
Yemen;2007;197.9537
Yemen;2008;219.7968
Yemen;2009;135.1816
Yemen;2010;161.1675
Yemen;2011;185.0677
Yemen;2012;187.5251
Yemen;2013;187.2981
Yemen;2014;178.3814
Yemen;2015;156.246
Yemen;2016;143.4533
Yemen;2017;132.1281
Yemen;2018;106.0735
